"Company","CDM","Status","Type","Geography","Public/ Private","Asset Types","PE AUM (billions)","RE AUM (billions)","Number of Sites","Rank","Tier","HQ Region","Frameworks","Notes","","BFO Company ID","BFO Company Name","Zoom Company ID","Zoom Company Name","Zoom Webiste","Email Domain","Contacts","Contact Types","Salesperson Tiered List","Status","","","","","PE OR RE","Tier List","","","","",""
"Five Arrows","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","6.618","","","Not Targeting","Not on Target List","EU","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"Breakthrough Energy","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","2.794","","69.85","05","Not on Target List","North America","Largest","","","","","","Breakthrough Energy Ventures","www.breakthroughenergy.org","firstname@breakthroughenergy.org","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Brighton Park Capital","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","2.958","","73.95","05","Not on Target List","North America","Largest","","","","","468371252","Brighton Park Capital","www.bpc.com","firstname@bpc.com","0","-","#N/A","#N/A","","","","","","1","","","","",""
"GHO Capital Partners","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","6.368","","","Not Targeting","Not on Target List","EU","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"Brightstar Capital Partners","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","3.028","","75.7","05","Not on Target List","North America","Largest","","","","","18287658","Brightstar Capital Partners","www.brightstarcp.com","firstinitiallastname@brightstarcp.com","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Butterfly Equity","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","3.477","","86.925","05","Not on Target List","North America","Largest","","","","","398375039","Butterfly Equity","www.bfly.com","firstinitiallastname@butterflyequity.com","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Arsenal Capital partners","Cristy House","Hold Off","Asset Management Firm","","","","6.027","","","Missing Data","Tier 3","North America","UN PRI, Largest","","","","","","","","","0","","N/A","TRUE","","","","","","1","","","","",""
"BV Investment Partners","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","2.945","","73.625","05","Not on Target List","North America","Largest","","","","","347505508","BV Investment Partners","www.bvlp.com","firstinitiallastname@bvlp.com","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Capital Constellation","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","4.135","","103.375","06","Not on Target List","North America","Largest","","","","","209322080","Capital Constellation","www.capitalconstellation.com","","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Montagu Private Equity","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","5.93","","","Not Targeting","Not on Target List","EU","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"Primavera Capital Group","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","5.883","","","Not Targeting","Not on Target List","APAC","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"TDR Capital","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","5.855","","","Not Targeting","Not on Target List","EU","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"CAZ Investments","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","3.842","","96.05","05","Not on Target List","North America","Largest","","","","","16765398","CAZ Investments","www.cazinvestments.com","","0","-","#N/A","#N/A","","","","","","1","","","","",""
"CharlesBank Capital Partners","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","5.725","","143.125","09","Not on Target List","North America","Largest","","","","","24089545","Charlesbank Capital Partners","www.charlesbank.com","firstinitiallastname@charlesbank.com","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Churchill Asset Management","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","4.089","","102.225","06","Not on Target List","North America","Largest","","","","","369228792","Churchill Asset Management","www.churchillam.com","","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Corsair Capital","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","2.67","","66.75","05","Not on Target List","North America","Largest","","","","","354013630","CORSAIR CAPITAL","www.corsair-capital.com","firstinitiallastname@corsair-capital.com","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Triton Partners","Cristy House","Hold Off","Asset Management Firm","","","","5.717","","","Missing Data","Tier 3","EU","Largest","","","","","","","","","0","","N/A","TRUE","","","","","","1","","","","",""
"Wellington Management Company","Gretchen Bisig","Inside Sales","Private Equity","Global","Private","Private Equity","5.645","","141.125","12","Tier 2","North America","NZAM, UN PRI, Largest","","","","Wellington Management Company LLP","157155360","Wellington Management Company LLP","www.wellington.com","firstinitiallastname@wellington.com","0","-","Gretchen Bisig","TRUE","","","","","","0","","","","",""
"Welsh, Carson, Anderson & Stowe (WCAS)","Dan Baldauf","Lost - Not Sold","Private Equity","NAM","Private","Private Equity","5.606","","140.15","10","Tier 3","North America","UN PRI, Largest","","","","Welsh Carson Anderson & Stowe","","","","shsu@wcas.com","0","","N/A","TRUE","","","","","","0","","","","",""
"Cortec Group","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","3.2","","80","05","Tier III","North America","Largest","","","","","9667469","Cortec Group","www.cortecgroup.com","firstinitiallastname@cortecgroup.com","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Harvest Partners","Cristy House","Hold Off","Asset Management Firm","","","","5.487","","","Missing Data","Tier 3","North America","Largest","","","","","","","","","0","","N/A","TRUE","","","","","","1","","","","",""
"Cove Hill Partners","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","3.441","","86.025","05","Not on Target List","North America","Largest","","","","","435185392","Cove Hill Partners","www.covehillpartners.com","firstname@covehillpartners.com","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Keensight Capital","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","5.379","","","Not Targeting","Not on Target List","EU","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"Qiming Venture Partners","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","5.342","","","Not Targeting","Not on Target List","APAC","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"CBC Group","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","5.341","","","Not Targeting","Not on Target List","APAC","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"Ara Partners","Cristy House","Hold Off","Asset Management Firm","","","","5.329","","","Missing Data","Tier 3","North America","UN PRI, Largest","Cristy brought them to SE Andover Hub","","","","","","","","0","","N/A","TRUE","","","","","","1","","","","",""
"Craft Ventures","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","2.583","","64.575","05","Not on Target List","North America","Largest","","","","","457389958","Craft Ventures","www.craftventures.com","firstinitiallastname@craftventures.com","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Crestview Partners","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","2.809","","70.225","05","Not on Target List","North America","Largest","","","","","71223509","Crestview Partners","www.crestview.com","","0","-","#N/A","#N/A","","","","","","1","","","","",""
"DFJ Growth","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","2.919","","72.975","05","Not on Target List","North America","Largest","","","","","481131700","DFJ Growth","www.dfjgrowth.com","","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Great Hill","Kendal Etling","Hold Off","Asset Management Firm","","","","5.297","","","Missing Data","Not on Target List","","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"Tikehau Capital","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","5.232","","","Not Targeting","Not on Target List","France","NZAM, Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"Verdane","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","5.188","","","Not Targeting","Not on Target List","EU","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"EnCap Investments","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","6.65","","166.25","09","Not on Target List","North America","Largest","","","","","565950496","EnCap Investments","www.encapinvestments.com","firstname.lastname@encap.com","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Forbion","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","5.176","","","Not Targeting","Not on Target List","EU","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"Energy Impact Partners","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","3.431","","85.775","06","Tier III","North America","UN PRI, Largest","","","","","369354494","Energy Impact Partners","www.energyimpactpartners.com","firstinitiallastname@energyimpactpartners.com","0","-","#N/A","#N/A","","","","","","1","","","","",""
"American Industrial Partners","Kendal Etling","Hold Off","Private Equity","Global","Private","Private Equity","5.125","","128.125","11","Not on Target List","North America","UN PRI, Largest","GP Stakes","","","","","","","","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Flagship Pioneering","Dan Baldauf","Inside Sales","Private Equity","Global","Private","Private Equity","7.07","","176.75","10","Tier 3","North America","Largest","","","","","560093260","Flagship Pioneering","www.flagshippioneering.com","firstinitiallastname@flagshippioneering.com","0","-","N/A","TRUE","","","","","","1","","","","",""
"EMK Capital","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","4.962","","","Not Targeting","Tier III","EU","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"Main Capital Partners","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","4.959","","","Not Targeting","Not on Target List","EU","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"Legend Capital","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","4.899","","","Not Targeting","Not on Target List","APAC","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"Flexpoint Ford","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","2.841","","71.025","05","Not on Target List","North America","Largest","","","","","347093987","Flexpoint Ford","www.flexpointford.com","","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Founders Fund","Dan Baldauf","Inside Sales","Private Equity","Global","Private","Private Equity","7.232","","180.8","10","Tier 3","North America","Largest","","","","","41453909","Founders Fund","www.foundersfund.com","","0","-","N/A","TRUE","","","","","","1","","","","",""
"Frazier Healthcare Partners","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","5.504","","137.6","09","Not on Target List","North America","Largest","","","","","559324144","Frazier Healthcare Partners","www.frazierhealthcare.com","firstname.lastname@frazierpartners.com","0","-","#N/A","#N/A","","","","","","1","","","","",""
"FTV Capital","Dan Baldauf","Inside Sales","Private Equity","NAM","Private","Private Equity","7.551","","188.775","10","Not on Target List","North America","UN PRI, Largest","","","","","15319214","FTV Capital","www.ftvcapital.com","firstinitiallastname@ftvcapital.com","0","-","#N/A","#N/A","","","","","","1","","","","",""
"Onex","Cristy House","Qualifying","Asset Management Firm","","","","4.759","","","Missing Data","Tier 1","North America","UN PRI, Largest","","","","","","","","","0","","Cristy House","TRUE","","","","","","1","","","","",""
"Hony Capital","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","4.756","","","Not Targeting","Not on Target List","APAC","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
"Peak XV Partners","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","4.74","","","Not Targeting","Not on Target List","APAC","Largest","","","","","","","","","0","","#N/A","#N/A","","","","","","1","","","","",""
